train_loss,val_loss,val_hamming_accuracy,val_micro_f1,val_macro_f1,val_macro_auc,val_macro_average_precision
0.8265576323376678,0.6242797629644118,0.8184847811597422,0.49333333333333335,0.38496541497569503,0.8662529484416934,0.38342040544175876
0.6407353419936551,0.5781025791983952,0.8438124861141969,0.5170044658193061,0.40813519723452496,0.8873919551226555,0.42097787030994777
0.5883765918496171,0.5536525181811853,0.8455898689180182,0.5341823056300269,0.43741704783309515,0.8965562834209345,0.4435860007157428
0.5651989952859591,0.5441867571040223,0.8576982892690513,0.5494196271544144,0.45468850181543274,0.9022973774209168,0.4617467542692619
0.5353033698224918,0.5245569209288661,0.8519217951566318,0.5504215851602023,0.4564677293625696,0.9079202867680535,0.47879137897385504
0.5135059774696697,0.5160521013925828,0.8505887580537659,0.5522636484687085,0.45776739171093145,0.9118687856487527,0.4904886009675017
0.4992962954064604,0.5105500027514172,0.836647411686292,0.5383770208758436,0.45500861640617574,0.9143378385434086,0.5043068594713342
0.4857077889493298,0.5177971024998981,0.8759164630082203,0.5830533781261665,0.487722626890212,0.916414351149589,0.5126544142278189
0.47081566158880134,0.5023362535989118,0.8593645856476338,0.565843621399177,0.48191843608974155,0.9175790979555547,0.522494562261468
0.45811986013405165,0.49660046679050335,0.8526438569206842,0.5586424887705873,0.47752576154900933,0.918753467154804,0.5247982046758094
0.4437890254175876,0.49677760011486094,0.8604199066874028,0.5716720640872677,0.49395213229021123,0.9206916673815303,0.5357900353759911
0.4347574752760895,0.5044944052748139,0.8763608087091758,0.5917094644167278,0.5087442519274888,0.9213287372445315,0.5389784751647856
0.428669674707202,0.49281959942488424,0.8638080426571872,0.5768035899206075,0.5041038061264328,0.9220638103632307,0.5434261016233238
0.41605570565221944,0.49858398376319496,0.8658075983114863,0.577474641483036,0.4991836382838158,0.9209946762871603,0.5442620900604938
0.40600698764692483,0.4951608053540368,0.8760275494334593,0.590608950843727,0.5119653637188936,0.9230881006146004,0.5471455791198431
