train_loss,val_loss,val_hamming_accuracy,val_micro_f1,val_macro_f1,val_macro_auc,val_macro_average_precision
0.816569420491193,0.6150394303616988,0.8065429904465674,0.48223576631485054,0.3794364546556305,0.8716819422630182,0.386151562661154
0.6385966596196561,0.5705258265995127,0.8257053988002666,0.5121268656716419,0.4139776715236212,0.8869626484872691,0.4137381391378668
0.5906245633972186,0.5518054765639001,0.8444790046656299,0.5365772922873221,0.43126438716798504,0.8969982973420016,0.4384597059049284
0.5624806592363534,0.534180096760508,0.8341479671184181,0.529763779527559,0.4388933154346813,0.9025669267202518,0.4556279882530512
0.5374374580748815,0.5252158410070843,0.8424794490113308,0.5419896640826873,0.4516838214466573,0.9068672357545389,0.47170590624103437
0.520343102945564,0.5185897354019189,0.8564763385914241,0.5581395348837209,0.46774612687764766,0.9101879574401589,0.4791648313502336
0.50070589106394,0.5129639121644419,0.8651410797600534,0.5707213578500708,0.47790220092773206,0.9126400461453885,0.4909149230933256
0.49248578516746877,0.5040975293697874,0.8483670295489891,0.5515768725361367,0.4665520647770004,0.915273234854077,0.49823374412463883
0.472027150005564,0.5046933879192287,0.8519773383692513,0.554868882578921,0.47384436605520097,0.9155042813297579,0.5047742787570556
0.4581439781290276,0.5041092490519558,0.8738058209286825,0.5837303041407108,0.4888881813024013,0.9185314433790246,0.5144071221971456
0.44572001445831766,0.5051494931358943,0.8695845367696068,0.5783045977011494,0.4957301855007816,0.9185269254347025,0.5164076978102305
0.43161318197267845,0.5038872164663964,0.8661964007998223,0.5774425539379056,0.4933858449292808,0.9177789739776089,0.5171166495459631
0.4250018233121425,0.5055627620331422,0.8782492779382359,0.5934718100890207,0.5037080586906112,0.9194673010631195,0.530137727839426
0.41779905059023353,0.4987283779618158,0.8631415241057543,0.5756114364450569,0.49298157796485764,0.9191786981215667,0.5275730313890389
0.40604354067209103,0.49172524526182265,0.8670295489891136,0.5814685314685315,0.5086173500711034,0.9218489603080179,0.5383963965024643
